# These data have not received director's approval and as such are provisional and are subject to revision. The data are released on the conditions that neither the USGS nor the United States Government may be held liable for any damages resulting from its use.,,,,,,,,,,
#,,,,,,,,,,
#SITE_ABB: A text abbreviation of the site name primarily for use within the National Water Quality Program,,,,,,,,,,
#SITE_QW_ID: Unique USGS station number indicating location where water-quality samples are collected (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text),,,,,,,,,,
#SITE_FLOW_ID: Typically a unique USGS station number indicating location where streamflow data is recorded. In some instances these data are obtained from outside sources--in those cases the site number used by that entity is displayed, if no site number is available an abbreviated indicator of the collecting agency is displayed  (Note that opening this file in Excel may cause leading zeros to be dropped from this field unless imported into an open worksheet and changing columns A and B to text) ,,,,,,,,,
#CONSTIT: A character abbreviation indicative of the water-quality constituent being reported. Values include NO3_NO2: nitrate plus nitrite, filtered as N; TN: total nitrogen as N; TP: total phosphorus as P; SSC: suspended-sediment concentration; NH3: ammonia, filtered as N; OP: orthophosphate, filtered, as P; TKN: total Kjeldahl nitrogen, as N; SI: silica, filtered, as SiO2,,,
#WY: A numeric identifier of the water year in which data were recorded.  A water year is defined as the 12-month period October 1, for any given year through September 30, of the following year. The water year is designated by the calendar year in which it ends.,,,,,,,,
#MODTYPE: A character indicator of the type of model used to compute water-quality loads. Values include COMP indicating the composite method; CONTIN indicating loads were computed through the use of continuous nitrate data; DAILY indicating data were computed using daily values (SSC only); REG indicating models were computed using regression methods described in the technical information portion of the website using a 5-year moving window; REG_2; REG_3; REG_4 indicating models were computed using regression methods described in the technical information portion of the website but with a 2 3 or 4-year moving windows (respectively) as opposed to a 5-year moving window; REG_PRELIM indicating that a model was developed using data collecting during the initial 2-4 years in which a site was sampled; models at these sites will continue to be updated until 5 years of data are collected; and REGHIST indicating that models were computed according to procedures described in Aulenbach and others (2007),,,,,,,,,,
#TONS: Annual water-quality load measured in tons,,,,,,,,,,
#TONS_L95: Lower 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#TONS_U95: Upper 95 percent confidence interval about the annual water-quality load measured in tons. NA values indicate that confidence intervals were not computed.,,,,,,,,,,
#FWC: Flow-weighted constituent concentration in milligrams per liter per year,,,,,,,,,,
#YIELD: Water-quality constituent yield; in tons per square mile; defined as the load divided by the upstream drainage area of the water-quality site.  Yields are not computed (and are listed as NA) for Mississippi and Atchafalaya River sites downstream from the Old River diversion.,,,,,,,,,,
SITE_ABB,SITE_QW_ID,SITE_FLOW_ID,CONSTIT,WY,MODTYPE,TONS,TONS_L95,TONS_U95,FWC,YIELD
WASH,1646580,1646500,OP,2003,REG,635,446,879,0.0283,0.0549
WASH,1646580,1646500,OP,2004,REG,357,244,503,0.0204,0.0309
WASH,1646580,1646500,OP,2005,REG,270,179,393,0.0226,0.0233
WASH,1646580,1646500,OP,2006,REG,233,170,310,0.0271,0.0201
WASH,1646580,1646500,OP,2007,REG,269,201,354,0.026,0.0232
WASH,1646580,1646500,OP,2008,REG,226,158,313,0.0219,0.0195
WASH,1646580,1646500,OP,2009,REG,162,121,213,0.0185,0.014
WASH,1646580,1646500,OP,2010,REG,254,180,349,0.0197,0.022
WASH,1646580,1646500,OP,2011,REG,237,168,326,0.0175,0.0205
WASH,1646580,1646500,OP,2012,REG,156,114,210,0.0147,0.0135
WASH,1646580,1646500,OP,2013,REG,231,168,311,0.0201,0.02
WASH,1646580,1646500,OP,2014,REG,224,167,294,0.0167,0.0194
WASH,1646580,1646500,OP,2015,REG,106,76.1,144,0.0125,0.00916
WASH,1646580,1646500,OP,2016,REG,174,125,235,0.0158,0.015
WASH,1646580,1646500,SI,1993,REG,139000,93000,201000,8.38,12
WASH,1646580,1646500,SI,1994,REG,107000,76100,147000,5.96,9.25
WASH,1646580,1646500,SI,1995,REG,28900,19900,40600,3.63,2.5
WASH,1646580,1646500,SI,1996,REG,133000,98500,176000,5.69,11.5
WASH,1646580,1646500,SI,1997,REG,86100,62100,116000,6.03,7.44
WASH,1646580,1646500,SI,1998,REG,136000,95400,189000,6.9,11.8
WASH,1646580,1646500,SI,1999,REG,20700,15000,27800,4.15,1.79
WASH,1646580,1646500,SI,2000,REG,46300,35400,59700,5.62,4
WASH,1646580,1646500,SI,2001,REG,38500,25200,56500,5.08,3.33
WASH,1646580,1646500,SI,2002,REG,17700,11300,26500,4.47,1.53
WASH,1646580,1646500,SI,2003,REG,225000,141000,343000,10,19.4
WASH,1646580,1646500,SI,2004,REG,193000,119000,297000,11,16.7
WASH,1646580,1646500,SI,2005,REG,83900,50700,131000,7.01,7.25
WASH,1646580,1646500,SI,2006,REG,47500,31900,67900,5.52,4.11
WASH,1646580,1646500,SI,2007,REG,63100,51600,76500,6.11,5.45
WASH,1646580,1646500,SI,2008,REG,59400,43700,79000,5.76,5.13
WASH,1646580,1646500,SI,2009,REG,51200,36800,69400,5.85,4.43
WASH,1646580,1646500,SI,2010,REG,80600,57800,109000,6.27,6.97
WASH,1646580,1646500,SI,2011,REG,112000,82000,150000,8.26,9.68
WASH,1646580,1646500,SI,2012,REG,57400,43500,74300,5.41,4.96
WASH,1646580,1646500,SI,2013,REG,66800,55300,79900,5.8,5.77
WASH,1646580,1646500,SI,2014,REG,85800,71300,102000,6.41,7.42
WASH,1646580,1646500,SI,2015,REG,43200,35400,52300,5.11,3.73
WASH,1646580,1646500,SSC,1993,REG,1980000,1190000,3120000,119,171
WASH,1646580,1646500,SSC,1994,REG,1880000,1240000,2730000,105,162
WASH,1646580,1646500,SSC,1995,REG,349000,215000,535000,43.9,30.2
WASH,1646580,1646500,SSC,1996,REG,3720000,1920000,6530000,159,322
WASH,1646580,1646500,SSC,1997,REG,886000,496000,1460000,62.1,76.6
WASH,1646580,1646500,SSC,1998,REG,1480000,862000,2380000,75.1,128
WASH,1646580,1646500,SSC,1999,REG,39900,NA,NA,8,3.45
WASH,1646580,1646500,SSC,2000,REG,39800,17000,79700,4.83,3.44
WASH,1646580,1646500,SSC,2002,REG_4,151000,69000,291000,38.2,13.1
WASH,1646580,1646500,SSC,2003,REG_4,3920000,2500000,5870000,175,339
WASH,1646580,1646500,SSC,2004,REG_4,1820000,1160000,2720000,104,157
WASH,1646580,1646500,SSC,2005,REG_4,848000,531000,1290000,70.9,73.3
WASH,1646580,1646500,SSC,2006,REG,832000,442000,1430000,96.7,71.9
WASH,1646580,1646500,SSC,2007,REG,668000,426000,1000000,64.6,57.7
WASH,1646580,1646500,SSC,2008,REG,971000,561000,1570000,94.2,83.9
WASH,1646580,1646500,SSC,2009,REG,772000,410000,1330000,88.2,66.7
WASH,1646580,1646500,SSC,2011,REG_4,1770000,1150000,2600000,131,153
WASH,1646580,1646500,SSC,2012,REG_4,377000,258000,533000,35.5,32.6
WASH,1646580,1646500,SSC,2013,REG_4,782000,520000,1130000,67.9,67.6
WASH,1646580,1646500,SSC,2014,REG,1280000,888000,1790000,95.7,111
WASH,1646580,1646500,SSC,2015,REG,397000,283000,543000,46.9,34.3
WASH,1646580,1646500,SSC,2016,REG,834000,603000,1130000,75.6,72.1
WASH,1646580,1646500,TN,1993,REG,35300,30900,40200,2.13,3.05
WASH,1646580,1646500,TN,1994,REG,37300,33500,41500,2.08,3.22
WASH,1646580,1646500,TN,1995,REG,14200,12900,15700,1.79,1.23
WASH,1646580,1646500,TN,1996,REG,46000,41000,51400,1.97,3.98
WASH,1646580,1646500,TN,1997,REG,26900,23300,31000,1.88,2.32
WASH,1646580,1646500,TN,1998,REG,35300,30700,40300,1.79,3.05
WASH,1646580,1646500,TN,1999,REG,8050,7060,9140,1.61,0.696
WASH,1646580,1646500,TN,2000,REG,15200,14200,16300,1.84,1.31
WASH,1646580,1646500,TN,2001,REG,15100,13700,16600,1.99,1.31
WASH,1646580,1646500,TN,2002,REG,5800,5080,6590,1.47,0.501
WASH,1646580,1646500,TN,2003,REG,53100,47500,59100,2.37,4.59
WASH,1646580,1646500,TN,2004,REG,40800,36800,45000,2.33,3.53
WASH,1646580,1646500,TN,2005,REG,24400,21900,27100,2.04,2.11
WASH,1646580,1646500,TN,2006,REG,16700,15100,18500,1.94,1.44
WASH,1646580,1646500,TN,2007,REG,19400,17900,21100,1.88,1.68
WASH,1646580,1646500,TN,2008,REG,19700,18500,21000,1.91,1.7
WASH,1646580,1646500,TN,2009,REG,16000,15000,17100,1.83,1.38
WASH,1646580,1646500,TN,2010,REG,29600,25900,33700,2.3,2.56
WASH,1646580,1646500,TN,2011,REG,27700,25600,29800,2.04,2.39
WASH,1646580,1646500,TN,2012,REG,19500,18200,20700,1.84,1.69
WASH,1646580,1646500,TN,2013,REG,19700,18400,21100,1.71,1.7
WASH,1646580,1646500,TN,2014,REG,25800,24100,27600,1.93,2.23
WASH,1646580,1646500,TN,2015,REG,14200,13500,15000,1.68,1.23
WASH,1646580,1646500,TN,2016,REG,19200,18000,20500,1.74,1.66
WASH,1646580,1646500,TP,1993,REG,1930,1310,2750,0.116,0.167
WASH,1646580,1646500,TP,1994,REG,2150,1470,3040,0.12,0.186
WASH,1646580,1646500,TP,1995,REG,777,537,1090,0.0977,0.0672
WASH,1646580,1646500,TP,1996,REG,3440,2400,4790,0.147,0.297
WASH,1646580,1646500,TP,1997,REG,2050,1360,2970,0.144,0.177
WASH,1646580,1646500,TP,1998,REG,2070,1460,2860,0.105,0.179
WASH,1646580,1646500,TP,1999,REG,626,469,820,0.125,0.0541
WASH,1646580,1646500,TP,2000,REG,1210,1020,1430,0.147,0.105
WASH,1646580,1646500,TP,2001,REG,1130,904,1400,0.149,0.0977
WASH,1646580,1646500,TP,2002,REG,443,337,571,0.112,0.0383
WASH,1646580,1646500,TP,2003,REG,5160,3970,6600,0.23,0.446
WASH,1646580,1646500,TP,2004,REG,2100,1660,2630,0.12,0.182
WASH,1646580,1646500,TP,2005,REG,1100,831,1440,0.0919,0.0951
WASH,1646580,1646500,TP,2006,REG,1010,800,1270,0.117,0.0873
WASH,1646580,1646500,TP,2007,REG,1070,898,1270,0.104,0.0925
WASH,1646580,1646500,TP,2008,REG,1320,1010,1710,0.128,0.114
WASH,1646580,1646500,TP,2009,REG,1100,842,1410,0.126,0.0951
WASH,1646580,1646500,TP,2010,REG,2440,1730,3340,0.19,0.211
WASH,1646580,1646500,TP,2011,REG,2580,2050,3190,0.19,0.223
WASH,1646580,1646500,TP,2012,REG,936,775,1120,0.0883,0.0809
WASH,1646580,1646500,TP,2013,REG,1320,1010,1690,0.115,0.114
WASH,1646580,1646500,TP,2014,REG,1650,1290,2070,0.123,0.143
WASH,1646580,1646500,TP,2015,REG,760,641,893,0.0899,0.0657
WASH,1646580,1646500,TP,2016,REG,1080,851,1350,0.0979,0.0933
ANNA,1654000,1654000,NH3,1997,REG,179,77.1,356,5.16,7.49
ANNA,1654000,1654000,NH3,1998,REG,2.75,1.28,5.75,0.0663,0.115
ANNA,1654000,1654000,NH3,1999,REG,2.35,0.689,5.98,0.105,0.0983
ANNA,1654000,1654000,NH3,2000,REG,2.67,1.12,6.03,0.0944,0.112
ANNA,1654000,1654000,NH3,2001,REG,0.884,0.267,2.21,0.0357,0.037
ANNA,1654000,1654000,NH3,2002,REG,0.855,0.191,2.52,0.0802,0.0358
ANNA,1654000,1654000,NH3,2003,REG,1.32,0.534,2.78,0.0263,0.0552
ANNA,1654000,1654000,NH3,2004,REG,1.6,0.604,3.5,0.0396,0.0669
ANNA,1654000,1654000,NH3,2005,REG,1.79,0.466,5.02,0.0518,0.0749
ANNA,1654000,1654000,NH3,2006,REG,0.65,0.305,1.22,0.018,0.0272
ANNA,1654000,1654000,NH3,2008,REG_4,1.21,0.633,2.86,0.0333,0.0506
ANNA,1654000,1654000,NH3,2010,REG_3,0.853,0.511,1.36,0.0276,0.0357
ANNA,1654000,1654000,NH3,2012,REG_4,1.23,0.735,1.96,0.0397,0.0515
ANNA,1654000,1654000,NH3,2013,REG_4,1.65,0.853,2.89,0.0489,0.069
ANNA,1654000,1654000,NH3,2014,REG,3.19,1.71,5.92,0.0608,0.133
ANNA,1654000,1654000,NH3,2015,REG,1.66,1.04,2.52,0.0504,0.0695
ANNA,1654000,1654000,NH3,2016,REG,1.8,1.04,2.99,0.0679,0.0753
ANNA,1654000,1654000,NO3_NO2,1993,REG_4,28,22,35.1,0.804,1.17
ANNA,1654000,1654000,NO3_NO2,1994,REG_4,30.1,23.9,37.4,0.735,1.26
ANNA,1654000,1654000,NO3_NO2,1995,REG_4,15.1,12.6,18,0.823,0.632
ANNA,1654000,1654000,NO3_NO2,1997,REG_4,23.9,19.8,29,0.689,1
ANNA,1654000,1654000,NO3_NO2,1998,REG_4,25.3,18.5,33.8,0.61,1.06
ANNA,1654000,1654000,NO3_NO2,1999,REG_4,12.2,9.59,15.3,0.547,0.51
ANNA,1654000,1654000,NO3_NO2,2000,REG_4,15.6,9.95,26.6,0.552,0.653
ANNA,1654000,1654000,NO3_NO2,2001,REG,13.9,8.25,22,0.562,0.582
ANNA,1654000,1654000,NO3_NO2,2002,REG,6.96,3.51,12.5,0.653,0.291
ANNA,1654000,1654000,NO3_NO2,2003,REG,56.6,32.6,91.9,1.13,2.37
ANNA,1654000,1654000,NO3_NO2,2004,REG,52.2,24.9,97.3,1.29,2.18
ANNA,1654000,1654000,NO3_NO2,2005,REG,47,23.1,85.9,1.36,1.97
ANNA,1654000,1654000,NO3_NO2,2006,REG,18.8,10.3,31.6,0.52,0.787
ANNA,1654000,1654000,NO3_NO2,2008,REG_4,9.98,7.96,12.4,0.275,0.418
ANNA,1654000,1654000,NO3_NO2,2010,REG_3,20.5,15.4,26.9,0.664,0.858
ANNA,1654000,1654000,NO3_NO2,2012,REG_3,18.1,13.8,23.5,0.584,0.757
ANNA,1654000,1654000,NO3_NO2,2013,REG_3,17.5,13.1,22.9,0.519,0.732
ANNA,1654000,1654000,NO3_NO2,2014,REG,25.5,20.7,31.3,0.486,1.07
ANNA,1654000,1654000,NO3_NO2,2015,REG,19.9,17.2,23,0.605,0.833
ANNA,1654000,1654000,NO3_NO2,2016,REG,14.8,12.9,17,0.558,0.619
ANNA,1654000,1654000,OP,1997,REG,0.38,0.275,0.545,0.011,0.0159
ANNA,1654000,1654000,OP,1998,REG,0.729,0.567,0.931,0.0176,0.0305
ANNA,1654000,1654000,OP,1999,REG,0.373,0.271,0.502,0.0167,0.0156
ANNA,1654000,1654000,OP,2000,REG,0.335,0.259,0.43,0.0118,0.014
ANNA,1654000,1654000,OP,2001,REG,0.134,0.0966,0.18,0.00541,0.00561
ANNA,1654000,1654000,OP,2002,REG,0.0718,0.0511,0.0982,0.00674,0.003
ANNA,1654000,1654000,OP,2003,REG,0.844,0.533,1.27,0.0168,0.0353
ANNA,1654000,1654000,OP,2004,REG,0.492,0.278,0.81,0.0122,0.0206
ANNA,1654000,1654000,OP,2005,REG,0.389,0.193,0.707,0.0113,0.0163
ANNA,1654000,1654000,OP,2006,REG,0.746,0.201,1.97,0.0206,0.0312
ANNA,1654000,1654000,OP,2008,REG_4,3.65,1.18,12.4,0.101,0.153
ANNA,1654000,1654000,OP,2010,REG_3,0.535,0.386,0.728,0.0173,0.0224
ANNA,1654000,1654000,OP,2012,REG_4,0.656,0.45,0.931,0.0212,0.0274
ANNA,1654000,1654000,OP,2013,REG_4,1.16,0.773,1.68,0.0344,0.0485
ANNA,1654000,1654000,OP,2014,REG,1.33,1.02,1.72,0.0253,0.0556
ANNA,1654000,1654000,OP,2015,REG,0.623,0.498,0.77,0.0189,0.0261
ANNA,1654000,1654000,OP,2016,REG,0.673,0.454,0.972,0.0254,0.0282
ANNA,1654000,1654000,SSC,1993,REG_4,6560,2760,13300,188,274
ANNA,1654000,1654000,SSC,1994,REG_4,7840,3380,15600,192,328
ANNA,1654000,1654000,SSC,1995,REG_4,2180,913,4420,119,91.2
ANNA,1654000,1654000,SSC,1997,REG_4,3080,1340,9640,88.8,129
ANNA,1654000,1654000,SSC,1998,REG_4,2450,954,5230,59.1,103
ANNA,1654000,1654000,SSC,2000,REG,270,NA,NA,9.55,11.3
ANNA,1654000,1654000,SSC,2001,REG,2740,440,9290,111,115
ANNA,1654000,1654000,SSC,2003,REG,4260,1160,11200,84.9,178
ANNA,1654000,1654000,SSC,2004,REG,2280,618,6030,56.5,95.4
ANNA,1654000,1654000,SSC,2005,REG,3410,990,8650,98.7,143
ANNA,1654000,1654000,SSC,2006,REG,8000,1500,25400,221,335
ANNA,1654000,1654000,SSC,2008,REG_4,4860,1550,19800,134,203
ANNA,1654000,1654000,SSC,2010,REG_3,4360,1360,10700,141,182
ANNA,1654000,1654000,SSC,2011,REG_3,19900,5490,67800,422,833
ANNA,1654000,1654000,SSC,2012,REG_4,2110,875,4320,68.1,88.3
ANNA,1654000,1654000,SSC,2013,REG_4,4840,1420,12200,144,203
ANNA,1654000,1654000,SSC,2014,REG_4,16600,5290,42600,316,695
ANNA,1654000,1654000,SSC,2015,REG,2480,1330,4250,75.4,104
ANNA,1654000,1654000,TN,1993,REG_4,63.4,45.3,86.4,1.82,2.65
ANNA,1654000,1654000,TN,1994,REG_4,74.9,51.9,105,1.83,3.13
ANNA,1654000,1654000,TN,1995,REG_4,30.5,23.4,39.1,1.66,1.28
ANNA,1654000,1654000,TN,1997,REG_4,63.3,46.6,86.9,1.83,2.65
ANNA,1654000,1654000,TN,1998,REG_4,74.3,48.3,109,1.79,3.11
ANNA,1654000,1654000,TN,1999,REG_4,69.2,37,119,3.1,2.9
ANNA,1654000,1654000,TN,2000,REG_4,105,51.2,200,3.71,4.39
ANNA,1654000,1654000,TN,2001,REG,91.3,23.7,247,3.69,3.82
ANNA,1654000,1654000,TN,2002,REG,24.1,9.41,51.3,2.26,1.01
ANNA,1654000,1654000,TN,2003,REG,37.5,15.6,77.3,0.747,1.57
ANNA,1654000,1654000,TN,2010,REG_3,34.1,27.9,41.4,1.1,1.43
ANNA,1654000,1654000,TN,2013,REG_PRELIM,39.9,35.8,44.4,1.18,1.67
ANNA,1654000,1654000,TN,2014,REG_PRELIM,75.5,68.2,83.6,1.44,3.16
ANNA,1654000,1654000,TN,2015,REG_PRELIM,40.9,36.5,45.7,1.24,1.71
ANNA,1654000,1654000,TN,2016,REG_PRELIM,35,32,38.4,1.32,1.46
ANNA,1654000,1654000,TP,1993,REG_4,8.76,2.51,22.4,0.252,0.367
ANNA,1654000,1654000,TP,1994,REG_4,12.6,3.05,35.3,0.308,0.527
ANNA,1654000,1654000,TP,1995,REG_4,3.25,1.19,7.25,0.177,0.136
ANNA,1654000,1654000,TP,1997,REG_4,11.2,4.34,30.6,0.323,0.469
ANNA,1654000,1654000,TP,1998,REG_4,11.2,2.48,32.6,0.27,0.469
ANNA,1654000,1654000,TP,1999,REG_4,74.5,10.5,267,3.34,3.12
ANNA,1654000,1654000,TP,2000,REG_4,26.8,4.94,90.7,0.948,1.12
ANNA,1654000,1654000,TP,2001,REG,34,1.85,167,1.37,1.42
ANNA,1654000,1654000,TP,2002,REG,10.3,0.864,44.9,0.966,0.431
ANNA,1654000,1654000,TP,2003,REG,5.32,2.8,9.21,0.106,0.223
ANNA,1654000,1654000,TP,2004,REG,5.3,2.17,10.9,0.131,0.222
ANNA,1654000,1654000,TP,2005,REG,5.08,1.91,11.1,0.147,0.213
ANNA,1654000,1654000,TP,2006,REG,7.89,2.96,17.2,0.218,0.33
ANNA,1654000,1654000,TP,2008,REG_4,10,3.91,28.9,0.275,0.418
ANNA,1654000,1654000,TP,2010,REG_3,4.46,2.99,6.43,0.145,0.187
ANNA,1654000,1654000,TP,2012,REG_3,4.82,3.48,6.52,0.155,0.202
ANNA,1654000,1654000,TP,2013,REG_3,7.37,5,10.5,0.219,0.308
ANNA,1654000,1654000,TP,2014,REG_4,11.8,7.54,17.9,0.225,0.494
ANNA,1654000,1654000,TP,2015,REG,3.86,3.03,4.84,0.117,0.162
ANNA,1654000,1654000,TP,2016,REG,4.63,3.16,6.59,0.175,0.194
APEX,2087580,2087580,NH3,2011,REG_4,0.399,0.247,0.618,0.0333,0.019
APEX,2087580,2087580,NH3,2013,REG_4,0.748,0.505,1.07,0.0458,0.0356
APEX,2087580,2087580,NH3,2014,REG_4,0.922,0.597,1.36,0.0365,0.0439
APEX,2087580,2087580,NH3,2015,REG_4,0.747,0.515,1.05,0.0295,0.0356
APEX,2087580,2087580,NO3_NO2,2003,REG,8.01,4.29,13.7,0.188,0.381
APEX,2087580,2087580,NO3_NO2,2004,REG,5.97,3.41,9.75,0.237,0.284
APEX,2087580,2087580,NO3_NO2,2005,REG,3.81,2.2,6.19,0.219,0.181
APEX,2087580,2087580,NO3_NO2,2006,REG,2.6,1.37,4.68,0.115,0.124
APEX,2087580,2087580,NO3_NO2,2007,REG,4.54,2.17,8.42,0.193,0.216
APEX,2087580,2087580,NO3_NO2,2009,REG_4,2.94,1.16,6.29,0.133,0.14
APEX,2087580,2087580,NO3_NO2,2011,REG_3,0.923,0.402,1.84,0.077,0.044
APEX,2087580,2087580,NO3_NO2,2013,REG_3,1.73,0.678,3.69,0.106,0.0824
APEX,2087580,2087580,NO3_NO2,2014,REG_3,2.15,0.746,4.91,0.085,0.102
APEX,2087580,2087580,NO3_NO2,2015,REG_4,2.99,2.27,3.87,0.118,0.142
APEX,2087580,2087580,OP,2013,REG_PRELIM,0.0928,0.0813,0.105,0.00569,0.00442
APEX,2087580,2087580,OP,2014,REG_PRELIM,0.111,0.0956,0.127,0.00439,0.00529
APEX,2087580,2087580,OP,2015,REG_PRELIM,0.115,0.102,0.128,0.00455,0.00548
APEX,2087580,2087580,TN,2003,REG_2,49.1,37.9,62.5,1.15,2.34
APEX,2087580,2087580,TN,2013,REG_PRELIM,16.9,14.5,19.6,1.04,0.805
APEX,2087580,2087580,TN,2014,REG_PRELIM,25,21.4,29,0.989,1.19
APEX,2087580,2087580,TN,2015,REG_PRELIM,21.5,19.3,23.9,0.85,1.02
APEX,2087580,2087580,TP,2003,REG,3.58,1.82,6.36,0.0841,0.17
APEX,2087580,2087580,TP,2004,REG,1.97,1.22,3.01,0.0783,0.0938
APEX,2087580,2087580,TP,2005,REG,1.31,0.959,1.75,0.0753,0.0624
APEX,2087580,2087580,TP,2006,REG,2.39,1.51,4.48,0.106,0.114
KINS,2089500,2089500,NH3,1993,REG,278,185,401,0.0838,0.103
KINS,2089500,2089500,NH3,1994,REG,118,87.2,156,0.0611,0.0438
KINS,2089500,2089500,NH3,1995,REG,130,96.2,172,0.049,0.0483
KINS,2089500,2089500,NH3,1996,REG,174,114,255,0.0431,0.0646
KINS,2089500,2089500,NH3,1997,REG,105,68,154,0.0331,0.039
KINS,2089500,2089500,NH3,1998,REG,166,105,251,0.0408,0.0617
KINS,2089500,2089500,NH3,1999,REG,164,101,251,0.0551,0.0609
KINS,2089500,2089500,NH3,2000,REG,222,155,309,0.0542,0.0825
KINS,2089500,2089500,NH3,2001,REG,57.5,43.2,74.9,0.0278,0.0214
KINS,2089500,2089500,NH3,2002,REG,39,29.4,50.8,0.0319,0.0145
KINS,2089500,2089500,NH3,2003,REG,133,96.1,179,0.0295,0.0494
KINS,2089500,2089500,NH3,2004,REG,56.9,37.7,82.5,0.0208,0.0211
KINS,2089500,2089500,NH3,2005,REG,54.6,43,68.3,0.0268,0.0203
KINS,2089500,2089500,NH3,2006,REG,29.8,17,48.7,0.0148,0.0111
KINS,2089500,2089500,NH3,2007,REG,50.9,30.2,80.6,0.0191,0.0189
KINS,2089500,2089500,NH3,2008,REG,52.5,33.1,79.3,0.0342,0.0195
KINS,2089500,2089500,NH3,2009,REG,64.1,42.9,92.2,0.0295,0.0238
KINS,2089500,2089500,NH3,2010,REG,58.6,35.5,91.2,0.0195,0.0218
KINS,2089500,2089500,NH3,2011,REG,55.6,31.3,91.7,0.0401,0.0207
KINS,2089500,2089500,NH3,2012,REG,57,37.2,83.7,0.0469,0.0212
KINS,2089500,2089500,NH3,2013,REG,129,70.1,217,0.0518,0.0479
KINS,2089500,2089500,NH3,2014,REG,99.6,64,148,0.0309,0.037
KINS,2089500,2089500,NH3,2015,REG,103,69.1,148,0.0349,0.0383
KINS,2089500,2089500,NH3,2016,REG,158,113,214,0.0421,0.0587
KINS,2089500,2089500,NO3_NO2,1993,REG,3010,1860,4620,0.907,1.12
KINS,2089500,2089500,NO3_NO2,1994,REG,2060,1550,2680,1.07,0.765
KINS,2089500,2089500,NO3_NO2,1995,REG,1740,1240,2380,0.656,0.646
KINS,2089500,2089500,NO3_NO2,1996,REG,1620,1130,2270,0.401,0.602
KINS,2089500,2089500,NO3_NO2,1997,REG,1930,1400,2580,0.609,0.717
KINS,2089500,2089500,NO3_NO2,1998,REG,1980,1530,2520,0.487,0.736
KINS,2089500,2089500,NO3_NO2,1999,REG,1540,1230,1910,0.517,0.572
KINS,2089500,2089500,NO3_NO2,2000,REG,2150,1700,2680,0.525,0.799
KINS,2089500,2089500,NO3_NO2,2001,REG,934,792,1090,0.452,0.347
KINS,2089500,2089500,NO3_NO2,2002,REG,598,512,694,0.49,0.222
KINS,2089500,2089500,NO3_NO2,2003,REG,1740,1480,2040,0.385,0.646
KINS,2089500,2089500,NO3_NO2,2004,REG,1630,1410,1880,0.596,0.605
KINS,2089500,2089500,NO3_NO2,2005,REG,1370,1120,1650,0.672,0.509
KINS,2089500,2089500,NO3_NO2,2006,REG,781,603,995,0.388,0.29
KINS,2089500,2089500,NO3_NO2,2007,REG,1570,1320,1860,0.589,0.583
KINS,2089500,2089500,NO3_NO2,2008,REG,686,538,862,0.446,0.255
KINS,2089500,2089500,NO3_NO2,2009,REG,1230,1050,1430,0.565,0.457
KINS,2089500,2089500,NO3_NO2,2010,REG,1550,1280,1870,0.516,0.576
KINS,2089500,2089500,NO3_NO2,2011,REG,787,709,871,0.567,0.292
KINS,2089500,2089500,NO3_NO2,2012,REG,726,654,803,0.597,0.27
KINS,2089500,2089500,NO3_NO2,2013,REG,1170,1070,1270,0.47,0.435
KINS,2089500,2089500,NO3_NO2,2014,REG,1770,1610,1950,0.549,0.658
KINS,2089500,2089500,NO3_NO2,2015,REG,1990,1770,2230,0.674,0.739
KINS,2089500,2089500,NO3_NO2,2016,REG,2350,2070,2650,0.626,0.873
KINS,2089500,2089500,OP,1993,REG,103,72.3,143,0.031,0.0383
KINS,2089500,2089500,OP,1994,REG,95.1,76.8,116,0.0493,0.0353
KINS,2089500,2089500,OP,1995,REG,163,120,217,0.0615,0.0605
KINS,2089500,2089500,OP,1996,REG,276,187,393,0.0683,0.103
KINS,2089500,2089500,OP,1997,REG,118,82,164,0.0372,0.0438
KINS,2089500,2089500,OP,1998,REG,147,114,185,0.0362,0.0546
KINS,2089500,2089500,OP,1999,REG,172,121,237,0.0578,0.0639
KINS,2089500,2089500,OP,2000,REG,234,172,312,0.0572,0.0869
KINS,2089500,2089500,OP,2001,REG,50.4,38.7,64.4,0.0244,0.0187
KINS,2089500,2089500,OP,2002,REG,39.3,30.9,49.3,0.0322,0.0146
KINS,2089500,2089500,OP,2003,REG,113,92,137,0.025,0.042
KINS,2089500,2089500,OP,2004,REG,72.9,61.3,86.1,0.0267,0.0271
KINS,2089500,2089500,OP,2005,REG,51.7,44.3,60.1,0.0253,0.0192
KINS,2089500,2089500,OP,2006,REG,62.9,52.9,74.2,0.0313,0.0234
KINS,2089500,2089500,OP,2007,REG,64,53.1,76.4,0.024,0.0238
KINS,2089500,2089500,OP,2008,REG,68.7,54.6,85.3,0.0447,0.0255
KINS,2089500,2089500,OP,2009,REG,71.8,61,84.1,0.033,0.0267
KINS,2089500,2089500,OP,2010,REG,73.9,61.6,87.9,0.0246,0.0275
KINS,2089500,2089500,OP,2011,REG,62.1,52.3,73.2,0.0448,0.0231
KINS,2089500,2089500,OP,2012,REG,79.3,62.5,99.1,0.0652,0.0295
